run_ts_utc,date,imei,iccid,txid,vin,empresa,patente,days_disconnected,command,status,http_code,note,delivery_status,delivery_note,delivery_checked_at_utc
2026-02-04_151135,2026-02-04,869671070593403,,,JL6BHG6A3SK000308,100% EQUIPADOS,K000308,22.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,863457051069951,,,LSF1C2309ND700594,ENEL X CHILE SPA,SXBB97,18.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,863457051069290,,,W1T964231P0650009,KOMATSU (CM),SVZJ80,19.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,863457051688909,,,W1T964231R0677517,GRUPO MPM,TBYZ96,19.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,867162026944041,,,WDB932315K0250048,INCOLUR (CM),KKTT-13,15.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,863457052205166,,,W1T964231R0716618,GRUPO MPM,TGCD33,28.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,867162027190925,,,JL6CLH6A1LK000804,DE BAJA,LLKF-97,30.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,868589060176917,,,W1V907645SP710259,STOCK,710259,26.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,869671072171083,,,W1T964231T0833936,VILICIC,0833936,17.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,869671070587686,,,W1T963425PB304494,CLIENTE DIVAD TELEMETRIA,ANNI-012,27.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,867162029761269,,,W1T963424P0575249,TH LARRAGUIBEL LIMITADA,SBPW46,22.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,869671070576556,,,W1T964231S0789508,PESCO RENTAL,TWLW31,23.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,863457050635307,,,9BM634074RB336413,DIVEMOTOR PERU,CPE-640,27.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,867162029763927,,,9BM634011NB214393,VIGGO (CM),4965,29.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,869671070587579,,,3AKJHPDV8RSUX3813,EMPRESAS HUERTA LIMITADA,UX3813,30.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,869671070584261,,,JL6CLH6A1SK006942,100% EQUIPADOS,K006942,15.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,863457050969045,,,3AKJHPDV9PSNM9035,TRANSPORTES VERASAY SPA,NM9035,15.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,869671070577372,,,3ALHG3DV6SDVY6370,PESCO RENTAL,TZYF63,18.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,869671072167867,,,3ALHG3DV4TDWN2271,STOCK,DWN2271,21.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,863457051754875,,,W1T964231RB319600,BESALCO MINERIA,319600,30.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,869671070587157,,,W1T963425M0435000,GRUPO COTAL (CM),PDCB81,17.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,868589060243154,,,WDB964231L0396125,GRUPO COMISOL,PJLH32,19.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,869671070574965,,,9BM958154SB371238,100% EQUIPADOS,B371238,20.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,869671070580962,,,3ALHG3DV3TDWN2276,STOCK,DWN2276,15.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,863457052210141,,,9BM634074RB317665,GERENCIA BUSES & VANS,TFWK28,19.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,863457051713244,,,MEC0574P0PP056547,DIVEMOTOR COLOMBIA,LLR105,15.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,869671070589252,,,JL6CLH6A6SK003678,100% EQUIPADOS,K003678,15.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,869671070597610,,,3AKJHPDV0PSUD5422,TRANSPORTES SAN GABRIEL LTDA,TTBS35,17.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,863238070327194,,,W1T964016T0823292,100% EQUIPADOS,0823292,15.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,869671070596661,,,9BM634074RB339551,GERENCIA BUSES & VANS,339551,24.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,867162027842145,,,3AKJHPDV8NSNG4442,TRANSPORTES SAE (CM),RSPF11,20.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,863457051694212,,,W1T964231R0683201,GRUPO MPM,TFCT92,28.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,865413056956492,,,JL6AKE6A8SK001004,FANBLADES SPA,001004,19.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,863238070319779,,,9BM958260SB400127,100% EQUIPADOS,B400127,19.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,869671070574999,,,W1T967637R0718090,100% EQUIPADOS,0718090,15.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,869671072172107,,,JL6BGG6A4TK000564,100% EQUIPADOS,TK000564,29.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,867162027256080,,,W1T964231P0633220,CONPAX MAQUINARIAS,SPPL71,22.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,867162027887207,,,3AKJHPDVXNSNJ2928,SOTRASER S A,C-1934,22.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,863457051677613,,,W1T964231R0675407,GRUPO MPM,TBYZ95,19.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,863457050644580,,,W1T963424P0604599,FORESTAL ARAUCO S.A.,604599,20.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,863457050615077,,,LSH14C4CXNA066894,SALFA,066894,22.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,863457051737946,,,W1T964231R0681531,GRUPO MPM,TFCZ16,27.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,863457052209952,,,W1T964231R0721999,GRUPO MPM,TGGG37,23.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,863457051713236,,,W1T964231R0706319,BESALCO ARRIENDA,TFLY-29,22.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,868589060186031,,,9BM951104RB345986,GRUPO TRANSPORTES LIRA,345986,26.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,863457051083887,,,W1T964231P0655871,EMIN,SWBC-27,30.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,869671070592702,,,3ALHG3DV6RDUX3674,PESCO RENTAL,TVHT33,17.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,868589060354985,,,W1T964231S0776983,TREKRENTAL,0776983,16.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,869671072165515,,,JL6CLH6A0TK000471,100% EQUIPADOS,TK000471,17.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,869671070576663,,,3AKJHPDV5PSUD5447,100% EQUIPADOS,UD5447,22.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,863457051740288,,,9BM958154PB298491,TREKRENTAL,TBKR-58,19.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,869671070594922,,,W1T964231S0796298,100% EQUIPADOS,0796298,22.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
2026-02-04_151135,2026-02-04,863457051082970,,,W1T964231RB315459,BESALCO MINERIA,315459,30.0,"AT+GTDAT=gv300w,1,,CMD2112,0,,,,FFFF$",SKIPPED_DUPLICATE,0,ya enviado hoy (dedupe),SKIPPED,,
